,KO,difference.deter.stocha,cat
2739,K00978,-2.38330347,Others
2740,K14940,-2.375826997,Others
2741,K08967,-2.371595029,Others
2742,K05805,-2.370184373,Others
2743,K19340,-2.370184373,Others
2744,K04335,-2.368773716,Others
2745,K06024,-2.36510601,Others
2746,K19793,-2.36256683,Others
2747,K02072,-2.35226904,Others
2748,K02073,-2.35226904,Others
2749,K17362,-2.35226904,Others
2750,K16426,-2.350858384,Others
2751,K01283,-2.339996333,Others
2752,K11102,-2.332943052,Others
2753,K03607,-2.331532395,Others
2754,K14120,-2.331532395,Others
2755,K18180,-2.331532395,Others
2756,K04654,-2.316438375,Others
2757,K05340,-2.316438375,Others
2758,K11740,-2.316438375,Others
2759,K03184,-2.312206408,Cofactor & Vitamin
2760,K03840,-2.312206408,Others
2761,K04334,-2.312206408,Others
2762,K15547,-2.312206408,Others
2763,K19226,-2.312206408,Others
2764,K09992,-2.30741018,Others
2765,K01674,-2.304165668,Others
2766,K13688,-2.29570173,Others
2767,K18820,-2.294291075,Others
2768,K24161,-2.294291075,Others
2769,K16149,-2.289071647,Carbon
2770,K14340,-2.28610927,Others
2771,K24180,-2.28526287,Others
2772,K00027,-2.28272369,Others
2773,K12515,-2.28060771,Others
2774,K03214,-2.277786399,Others
2775,K03746,-2.276375743,Others
2776,K16201,-2.274965086,Others
2777,K22491,-2.26734754,Others
2778,K03342,-2.26452623,Others
2779,K18660,-2.264103034,Others
2780,K01240,-2.262692378,Others
2781,K01312,-2.25846041,Others
2782,K05770,-2.25846041,Others
2783,K20940,-2.25846041,Others
2784,K02046,-2.257049754,Others
2785,K00547,-2.25366418,Others
2786,K09932,-2.244777046,Others
2787,K16078,-2.243366389,Others
2788,K16886,-2.243366389,Others
2789,K07979,-2.23998082,Others
2790,K06382,-2.239134422,Others
2791,K07559,-2.239134422,Others
2792,K15864,-2.239134422,Nitrogen
2793,K03325,-2.23814697,Others
2794,K03304,-2.237723765,Others
2795,K03669,-2.237723765,Others
2796,K07549,-2.237723765,Others
2797,K07393,-2.23574885,Others
2798,K07544,-2.229683026,Others
2799,K07577,-2.226861713,Others
2800,K16695,-2.22629745,Others
2801,K14337,-2.22347613,Others
2802,K19702,-2.222629745,Others
2803,K12341,-2.221219089,Others
2804,K14113,-2.221219089,Others
2805,K16028,-2.221219089,Others
2806,K23155,-2.221219089,Others
2807,K02045,-2.219808433,Others
2808,K04097,-2.219808433,Others
2809,K20523,-2.219808433,Others
2810,K09190,-2.218397777,Others
2811,K11216,-2.218397777,Others
2812,K15228,-2.218397777,Others
2813,K15620,-2.218397777,Others
2814,K05296,-2.208946381,Others
2815,K00407,-2.204714413,ATP
2816,K19620,-2.203303757,Others
2817,K10678,-2.200482444,Others
2818,K17736,-2.200482444,Others
2819,K19370,-2.200482444,Others
2820,K02663,-2.19977712,Others
2821,K10778,-2.18764547,Others
2822,K16211,-2.185388424,Others
2823,K11358,-2.183977768,Others
2824,K00254,-2.18383671,Others
2825,K14162,-2.18383671,Others
2826,K00951,-2.182567112,Others
2827,K00005,-2.181156455,Others
2828,K00295,-2.181156455,Others
2829,K01743,-2.181156455,Others
2830,K16707,-2.181156455,Others
2831,K24631,-2.181156455,Others
2832,K24119,-2.175937028,Others
2833,K01408,-2.168883748,Others
2834,K03534,-2.167473092,Others
2835,K07509,-2.166062435,Others
2836,K00558,-2.16592137,Others
2837,K02258,-2.16549818,ATP
2838,K06957,-2.164651779,Others
2839,K00927,-2.16422859,Carbon
2840,K02047,-2.163241123,Others
2841,K11259,-2.163241123,Others
2842,K03230,-2.161830468,Others
2843,K03923,-2.161830468,Others
2844,K19176,-2.161830468,Others
2845,K20530,-2.161830468,Others
2846,K21571,-2.161830468,Others
2847,K22570,-2.161830468,Others
2848,K00759,-2.16013768,Others
2849,K01523,-2.15985555,Others
2850,K23876,-2.155200383,Others
2851,K19265,-2.150968416,Others
2852,K04985,-2.14998095,Others
2853,K13631,-2.143915135,Others
2854,K16370,-2.143915135,Carbon
2855,K00334,-2.14137596,ATP
2856,K07336,-2.140106364,Others
2857,K23470,-2.138695707,Others
2858,K03087,-2.13813144,Others
2859,K11690,-2.13573333,Others
2860,K01482,-2.131642427,Others
2861,K22186,-2.125999803,Others
2862,K00594,-2.124589147,Others
2863,K05809,-2.124589147,Others
2864,K09956,-2.124589147,Others
2865,K18248,-2.120780375,Others
2866,K07810,-2.113727094,Others
2867,K04656,-2.110905782,Others
2868,K12686,-2.110905782,Others
2869,K06198,-2.109495127,Others
2870,K18200,-2.109495127,Others
2871,K07807,-2.106673814,Others
2872,K01803,-2.10625062,Carbon
2873,K09894,-2.105263158,Others
2874,K24264,-2.105263158,Others
2875,K02288,-2.101454387,Others
2876,K13487,-2.101454387,Others
2877,K23668,-2.098633074,Others
2878,K01678,-2.094401106,Carbon
2879,K17662,-2.092990449,Others
2880,K01434,-2.09186193,Others
2881,K00339,-2.09129767,ATP
2882,K01417,-2.090169138,Others
2883,K08683,-2.08777103,Others
2884,K03645,-2.087347825,Others
2885,K11934,-2.087347825,Others
2886,K12989,-2.087347825,Others
2887,K20264,-2.087347825,Others
2888,K16291,-2.08015348,Others
2889,K16047,-2.079307086,Others
2890,K03271,-2.07860176,Others
2891,K19342,-2.075075117,Others
2892,K04104,-2.073664462,Others
2893,K07270,-2.073664462,Others
2894,K17810,-2.073664462,Others
2895,K04651,-2.072253805,Others
2896,K22597,-2.070843149,Others
2897,K21134,-2.069432493,Others
2898,K21135,-2.069432493,Others
2899,K02043,-2.068021837,Others
2900,K09947,-2.068021837,Others
2901,K00448,-2.054338473,Others
2902,K01851,-2.054338473,Others
2903,K05297,-2.052927817,Others
2904,K11921,-2.052927817,Others
2905,K02071,-2.051517161,Others
2906,K00514,-2.050106504,Others
2907,K12979,-2.050106504,Others
2908,K18118,-2.050106504,Carbon
2909,K18366,-2.050106504,Others
2910,K06971,-2.040655108,Others
2911,K19093,-2.036423141,Others
2912,K18941,-2.035012484,Others
2913,K16074,-2.033601828,Others
2914,K05304,-2.032191172,Others
2915,K01685,-2.025561088,Carbon
2916,K03676,-2.02499683,Others
2917,K04084,-2.02259871,Others
2918,K11916,-2.019918464,Others
2919,K07271,-2.018507808,Others
2920,K02084,-2.015686496,Others
2921,K02863,-2.01484011,Others
2922,K02299,-2.014275839,ATP
2923,K21085,-2.014275839,Others
2924,K02164,-2.012865183,Others
2925,K06079,-2.012865183,Others
2926,K15878,-2.012865183,Others
2927,K00691,-2.011454528,Others
2928,K00019,-2.0062351,Others
2929,K03608,-2.000592476,Others
2930,K04114,-1.997771163,Others
2931,K03717,-1.996360507,Others
2932,K17879,-1.989730424,Others
2933,K09927,-1.98733231,Others
2934,K21101,-1.978445174,Others
2935,K18214,-1.977034519,Others
2936,K07022,-1.975623863,Others
2937,K07773,-1.974213207,Others
2938,K17865,-1.97167403,Carbon
2939,K21528,-1.964761811,Others
2940,K23976,-1.964761811,Others
2941,K07659,-1.95996558,Others
2942,K19147,-1.957708531,Others
2943,K00808,-1.956297874,Others
2944,K10454,-1.956297874,Others
2945,K05368,-1.954887218,Others
2946,K09904,-1.954887218,Others
2947,K20529,-1.954887218,Others
2948,K23146,-1.954887218,Carbon
2949,K01666,-1.95389976,Others
2950,K16043,-1.95389976,Others
2951,K00611,-1.95220697,Others
2952,K22072,-1.94261451,Others
2953,K18240,-1.938382542,Cofactor & Vitamin
2954,K24699,-1.938382542,Others
2955,K21008,-1.923288522,Others
2956,K01179,-1.919056553,Others
2957,K11898,-1.919056553,Others
2958,K01885,-1.91778696,Cofactor & Vitamin
2959,K00192,-1.917645897,Others
2960,K03379,-1.917645897,Others
2961,K03740,-1.917645897,Others
2962,K04338,-1.917645897,Others
2963,K05781,-1.917645897,Others
2964,K06080,-1.917645897,Others
2965,K06164,-1.917645897,Others
2966,K11918,-1.917645897,Others
2967,K03353,-1.915247783,Others
2968,K01206,-1.913837126,Others
2969,K17733,-1.901141221,Others
2970,K17763,-1.901141221,Others
2971,K07404,-1.89211302,Carbon
2972,K18551,-1.888868513,Others
2973,K03610,-1.887457857,Others
2974,K04653,-1.884636544,Others
2975,K09024,-1.884636544,Others
2976,K16628,-1.883225888,Others
2977,K02661,-1.881815232,Others
2978,K02623,-1.880404576,Others
2979,K11494,-1.880404576,Others
2980,K16045,-1.880404576,Others
2981,K24344,-1.880404576,Others
2982,K22705,-1.875185149,Others
2983,K02030,-1.86855506,Others
2984,K10974,-1.868131868,Others
2985,K04033,-1.865310556,Others
2986,K11261,-1.8638999,Others
2987,K14138,-1.8638999,Carbon
2988,K23916,-1.8638999,Others
2989,K20542,-1.862489243,Others
2990,K00011,-1.861078588,Others
2991,K01407,-1.861078588,Others
2992,K03223,-1.861078588,Others
2993,K09511,-1.861078588,Others
2994,K15545,-1.861078588,Others
2995,K21039,-1.861078588,Others
2996,K22850,-1.861078588,Others
2997,K03684,-1.85190932,Others
2998,K01255,-1.85176825,Others
2999,K06123,-1.850216536,Others
3000,K02032,-1.84810055,Others
3001,K17256,-1.845984567,Others
3002,K18367,-1.845984567,Others
3003,K18966,-1.844573911,Others
3004,K03670,-1.843163256,Others
3005,K07650,-1.843163256,Others
3006,K09795,-1.843163256,Others
3007,K08776,-1.8421758,Others
3008,K03821,-1.8327244,Others
3009,K06897,-1.832301203,Others
3010,K19783,-1.829479891,Others
3011,K06219,-1.826658579,Others
3012,K02101,-1.825247923,Others
3013,K20838,-1.825247923,Others
3014,K09470,-1.82426047,Others
3015,K06718,-1.823837267,Others
3016,K24449,-1.823837267,Others
3017,K03713,-1.817207183,Others
3018,K07648,-1.81198775,Others
3019,K17734,-1.81043604,Others
3020,K04780,-1.810153902,Others
3021,K00126,-1.808743247,Others
3022,K14980,-1.80817899,Others
3023,K16317,-1.807332591,Others
3024,K03212,-1.805921934,Others
3025,K03674,-1.805921934,Others
3026,K05548,-1.805921934,Others
3027,K09121,-1.80578087,Others
3028,K00437,-1.804511278,Others
3029,K04747,-1.804511278,Others
3030,K18199,-1.802113163,Others
3031,K23124,-1.797881195,Others
3032,K00330,-1.79759906,ATP
3033,K17322,-1.796470538,Others
3034,K00972,-1.795059882,Carbon
3035,K02305,-1.795059882,Nitrogen
3036,K02666,-1.79393135,Others
3037,K11434,-1.79223857,Others
3038,K17948,-1.789417258,Others
3039,K22443,-1.789417258,Others
3040,K18842,-1.788006602,Others
3041,K18997,-1.788006602,Others
3042,K01138,-1.78701915,Others
3043,K05934,-1.786595946,Cofactor & Vitamin
3044,K07663,-1.786595946,Others
3045,K19955,-1.786595946,Others
3046,K21495,-1.784197831,Others
3047,K22900,-1.77714455,Others
3048,K15837,-1.77474643,Others
3049,K07718,-1.77333577,Others
3050,K05343,-1.772912582,Others
3051,K05601,-1.771501926,Others
3052,K00194,-1.77009127,Others
3053,K07074,-1.77009127,Others
3054,K21161,-1.768680613,Others
3055,K06163,-1.767269957,Others
3056,K19329,-1.767269957,Others
3057,K23993,-1.767269957,Others
3058,K07675,-1.763461186,Others
3059,K01286,-1.753586593,Others
3060,K08289,-1.741313885,Others
3061,K14597,-1.737081917,Others
3062,K10924,-1.73609445,Others
3063,K16808,-1.735671261,Others
3064,K07734,-1.73327315,Others
3065,K13956,-1.732849948,Others
3066,K01016,-1.730028636,Others
3067,K02686,-1.730028636,Others
3068,K03620,-1.730028636,Others
3069,K08010,-1.730028636,Others
3070,K08156,-1.730028636,Others
3071,K11734,-1.730028636,Others
3072,K15421,-1.730028636,Others
3073,K16817,-1.730028636,Others
3074,K00101,-1.729041179,Others
3075,K00635,-1.723398552,Others
3076,K03686,-1.71874338,Others
3077,K18344,-1.71394716,Others
3078,K06936,-1.71352396,Others
3079,K08715,-1.71352396,Others
3080,K00041,-1.712113303,Carbon
3081,K01725,-1.712113303,Others
3082,K10972,-1.712113303,Others
3083,K19776,-1.712113303,Others
3084,K24213,-1.712113303,Others
3085,K00892,-1.710702648,Others
3086,K01316,-1.710702648,Others
3087,K05657,-1.710702648,Others
3088,K13061,-1.710702648,Others
3089,K14394,-1.710702648,Others
3090,K19564,-1.710702648,Others
3091,K20266,-1.710702648,Others
3092,K20528,-1.710702648,Others
3093,K23856,-1.710702648,Others
3094,K25575,-1.710702648,Others
3095,K06148,-1.708304533,Others
3096,K00384,-1.70703494,Others
3097,K21478,-1.70576535,Others
3098,K05919,-1.701251252,Others
3099,K13243,-1.699840596,Others
3100,K08224,-1.697019283,Others
3101,K04757,-1.69687822,Others
3102,K13448,-1.69603183,Others
3103,K07118,-1.695608627,Others
3104,K07214,-1.684746576,Others
3105,K06950,-1.68234846,Others
3106,K06374,-1.680514607,Others
3107,K11617,-1.67628264,Others
3108,K05780,-1.673461327,Others
3109,K09805,-1.673461327,Others
3110,K16330,-1.673461327,Others
3111,K20237,-1.673461327,Others
3112,K20263,-1.673461327,Others
3113,K20531,-1.673461327,Others
3114,K01451,-1.67190961,Others
3115,K03744,-1.67035788,Others
3116,K24846,-1.666831244,Others
3117,K17325,-1.665420587,Others
3118,K01869,-1.66358673,Others
3119,K12443,-1.659777962,Others
3120,K14189,-1.656956651,Others
3121,K25169,-1.656956651,Others
3122,K02856,-1.655545995,Others
3123,K18300,-1.655545995,Others
3124,K23163,-1.655545995,Others
3125,K16566,-1.65455854,Others
3126,K00998,-1.654135338,Others
3127,K03822,-1.654135338,Others
3128,K12974,-1.654135338,Others
3129,K15587,-1.654135338,Others
3130,K18072,-1.654135338,Others
3131,K19033,-1.654135338,Others
3132,K19228,-1.654135338,Others
3133,K02553,-1.650326567,Others
3134,K19181,-1.64595353,Others
3135,K07646,-1.643273286,Others
3136,K03577,-1.64186263,Others
3137,K08195,-1.64186263,Others
3138,K17680,-1.639041318,Others
3139,K18799,-1.639041318,Others
3140,K07649,-1.637630662,Others
3141,K17762,-1.637630662,Others
3142,K24658,-1.637630662,Others
3143,K18431,-1.6370664,Others
3144,K07320,-1.63664321,Others
3145,K09515,-1.636220006,Others
3146,K23875,-1.636220006,Others
3147,K03313,-1.63001312,Others
3148,K02584,-1.62902566,Others
3149,K07538,-1.62676861,Others
3150,K14578,-1.623947297,Others
3151,K02470,-1.62211345,Others
3152,K14117,-1.621125986,Others
3153,K13818,-1.61971533,Others
3154,K21065,-1.61971533,Others
3155,K01133,-1.61858681,Others
3156,K01022,-1.618304673,Others
3157,K11103,-1.618304673,Others
3158,K12945,-1.618304673,Others
3159,K24867,-1.618304673,Others
3160,K00246,-1.61731722,Carbon
3161,K19295,-1.61731722,Others
3162,K06165,-1.616894017,Others
3163,K06166,-1.616894017,Others
3164,K07753,-1.616894017,Others
3165,K13449,-1.616894017,Others
3166,K16080,-1.616894017,Others
3167,K22589,-1.6153423,Others
3168,K17947,-1.613085246,Others
3169,K18702,-1.61111033,Others
3170,K04085,-1.60871221,Others
3171,K21744,-1.60462131,Others
3172,K07774,-1.603210653,Others
3173,K09764,-1.60165894,Others
3174,K06666,-1.600389341,Others
3175,K03490,-1.598978685,Others
3176,K06360,-1.598978685,Others
3177,K06967,-1.598978685,Others
3178,K10615,-1.598978685,Others
3179,K12632,-1.598978685,Others
3180,K13795,-1.598978685,Others
3181,K23664,-1.598978685,Others
3182,K02549,-1.595169914,Cofactor & Vitamin
3183,K10917,-1.593759258,Others
3184,K10119,-1.590937945,Others
3185,K05337,-1.58614171,Others
3186,K20497,-1.585295321,Others
3187,K00009,-1.582474009,Others
3188,K03332,-1.582474009,Others
3189,K22881,-1.582474009,Others
3190,K00232,-1.581063352,Others
3191,K00446,-1.581063352,Others
3192,K11526,-1.581063352,Others
3193,K12137,-1.579652696,Others
3194,K20814,-1.574433269,Others
3195,K02234,-1.57203515,Others
3196,K21307,-1.570201301,Others
3197,K09780,-1.57006023,Others
3198,K18013,-1.564558676,Others
3199,K00681,-1.56427655,Others
3200,K22723,-1.56314802,Others
3201,K16437,-1.561737364,Others
3202,K00098,-1.560326708,Others
3203,K01025,-1.560326708,Others
3204,K03225,-1.560326708,Others
3205,K06141,-1.560326708,Others
3206,K12525,-1.560326708,Others
3207,K14681,-1.560326708,Others
3208,K19732,-1.560326708,Others
3209,K23243,-1.560326708,Others
3210,K24343,-1.560326708,Others
3211,K05566,-1.55411982,Others
3212,K07171,-1.55073424,Others
3213,K10447,-1.549464656,Others
3214,K03399,-1.545232687,Cofactor & Vitamin
3215,K03760,-1.543822031,Others
3216,K09524,-1.543822031,Others
3217,K02659,-1.54283457,Others
3218,K01914,-1.542411376,Others
3219,K11250,-1.542411376,Others
3220,K16348,-1.542411376,Others
3221,K21012,-1.542411376,Others
3222,K06039,-1.537191948,Others
3223,K00575,-1.53324211,Others
3224,K01304,-1.53295998,Others
3225,K08992,-1.53042079,Others
3226,K03810,-1.530138667,Others
3227,K03889,-1.5263299,ATP
3228,K12659,-1.5259067,Others
3229,K05774,-1.524496043,Others
3230,K08104,-1.524496043,Others
3231,K18987,-1.524496043,Others
3232,K00421,-1.523085387,Others
3233,K04987,-1.523085387,Others
3234,K06884,-1.523085387,Others
3235,K19692,-1.523085387,Others
3236,K00869,-1.520687272,Others
3237,K18578,-1.520687272,Others
3238,K15329,-1.50700391,Others
3239,K05784,-1.506580711,Others
3240,K22339,-1.506580711,Others
3241,K10545,-1.505170055,Others
3242,K13642,-1.505170055,Others
3243,K15577,-1.505170055,Others
3244,K21217,-1.505170055,Others
3245,K00035,-1.503759398,Others
3246,K05552,-1.503759398,Others
3247,K09899,-1.503759398,Others
3248,K10766,-1.503759398,Others
3249,K21030,-1.503759398,Others
3250,K21224,-1.503759398,Others
3251,K21749,-1.503759398,Others
3252,K23240,-1.503759398,Others
3253,K24716,-1.503759398,Others
3254,K06042,-1.50277194,Cofactor & Vitamin
3255,K07679,-1.499950628,Others
3256,K25180,-1.498539971,Others
3257,K10943,-1.49614185,Others
3258,K19234,-1.490076035,Others
3259,K02463,-1.487254722,Others
3260,K09565,-1.485844066,Others
3261,K13014,-1.485844066,Carbon
3262,K18853,-1.485844066,Others
3263,K03931,-1.47639267,Others
3264,K01631,-1.467928734,Carbon
3265,K04753,-1.467928734,Others
3266,K07748,-1.467928734,Others
3267,K22770,-1.467928734,Others
3268,K24087,-1.467928734,Others
3269,K05309,-1.466518077,Others
3270,K08606,-1.466518077,Others
3271,K09640,-1.466518077,Others
3272,K11522,-1.466518077,Others
3273,K13868,-1.466518077,Others
3274,K13938,-1.466518077,Others
3275,K17716,-1.466518077,Others
3276,K21786,-1.466518077,Others
3277,K22843,-1.466518077,Others
3278,K24708,-1.459887994,Others
3279,K06976,-1.458477338,Others
3280,K13745,-1.457066681,Others
3281,K02316,-1.45382218,Others
3282,K03367,-1.452834714,Others
3283,K00899,-1.450013401,Others
3284,K11730,-1.448602745,Others
3285,K14709,-1.448602745,Others
3286,K16327,-1.448602745,Others
3287,K22068,-1.446204631,Others
3288,K11073,-1.436330037,Others
3289,K01595,-1.43576577,Carbon
3290,K20265,-1.434919381,Others
3291,K00122,-1.432098069,Others
3292,K15232,-1.432098069,Carbon
3293,K15357,-1.430687412,Cofactor & Vitamin
3294,K19126,-1.430687412,Others
3295,K19519,-1.430687412,Others
3296,K08646,-1.429276756,Others
3297,K09474,-1.429276756,Others
3298,K12547,-1.429276756,Others
3299,K00694,-1.424057329,Others
3300,K01575,-1.41277208,Others
3301,K01442,-1.411361424,Others
